Image ID,Confidence,Garbage visible?,Barren,Forest,Residential,Water,Other,Other Notes
BASE_6575238187523200333.png,2,0,0,1,0,0,,
BASE_-6582916552936286358.png,2,0,1,0,0,0,,
BASE_6616712189556093153.png,2,0,0,1,0,0,,
BASE_-6663077109054830769.png,2,0,1,0,0,0,,
BASE_6683866674663319785.png,2,0,1,0,0,0,,
BASE_6716702307793251173.png,2,0,0,1,0,0,,
BASE_-6769398740321612485.png,2,0,1,0,0,0,,
BASE_6773858977198756012.png,2,0,1,0,0,0,,
BASE_-6804797364884618318.png,2,0,1,0,0,0,,
BASE_6818159100697938115.png,2,0,0,1,0,0,,
BASE_6840098297634538554.png,2,0,1,0,0,0,,
BASE_-6864576957619795913.png,2,0,0,1,0,0,,
BASE_6872054343281696598.png,2,0,1,0,0,0,,
BASE_6920819195037192364.png,2,0,0,1,0,0,,
BASE_6924084433354123039.png,2,0,1,0,0,0,,
BASE_-6933832291195391591.png,2,0,1,0,0,0,,
BASE_-6975406493461840131.png,1,0,0,1,0,0,,
BASE_7032296759177417134.png,1,0,1,0,0,0,,
BASE_-7080393914209352308.png,2,0,1,0,0,0,,
BASE_-7086153207410866353.png,2,0,1,0,0,0,,
BASE_-7094932232835215155.png,2,0,1,0,0,0,,
BASE_7118157237391326973.png,2,0,0,1,0,0,,
BASE_-7125207299092310685.png,2,0,1,0,0,0,,
BASE_7145287289914323504.png,2,0,0,1,0,0,,
BASE_-7161966816002758101.png,2,0,1,0,0,0,,
BASE_7164530978731787856.png,2,0,1,0,0,0,,
BASE_7243895685818946081.png,2,0,0,1,0,0,,
BASE_7294509707013336136.png,2,0,1,0,0,0,,
BASE_7333038159186013252.png,2,0,0,1,0,0,,
BASE_-7361204317182182908.png,2,0,1,0,0,0,,
BASE_-7377095622774816373.png,2,0,1,0,0,0,,
BASE_-7392600533111248262.png,2,0,1,0,0,0,,
BASE_7397595201710955682.png,2,0,0,0,1,0,,
BASE_7407385923085845659.png,2,0,1,0,0,0,,
BASE_7414964136370255000.png,2,0,0,0,1,0,,
BASE_7457928293113472449.png,2,0,1,0,0,0,,
BASE_-7463368684960414172.png,2,0,1,0,0,0,,
BASE_7467224726893198718.png,2,0,0,1,0,0,,
BASE_7470071722812142714.png,2,0,1,0,0,0,,
BASE_7503453989378332003.png,2,0,1,0,0,0,,
BASE_7505422519877515730.png,2,0,1,0,0,0,,
BASE_7522653148787946878.png,2,0,0,1,0,0,,
BASE_7547591664924898670.png,2,0,1,0,0,0,,
BASE_-7558014640829260689.png,2,0,0,1,0,0,,
BASE_-7584263012280609021.png,1,0,0,1,0,0,,
BASE_7601111682806721786.png,2,0,1,0,0,0,,
BASE_-7701307755928745885.png,2,0,1,0,0,1,,
BASE_-7721397079264340061.png,2,0,1,0,0,0,,
BASE_-7735942663526721547.png,2,0,1,0,0,0,,
BASE_-7754267203357621174.png,2,0,0,1,0,0,,
BASE_7757490103708339473.png,2,0,1,0,0,0,,
BASE_7789379779865348101.png,2,0,1,0,0,0,,
BASE_-7816222462803748001.png,2,0,1,0,0,0,,
BASE_-7821189726319597349.png,2,0,1,0,0,0,,
BASE_7852038181084071420.png,2,0,0,0,1,0,,
BASE_7874458378834622299.png,2,0,1,0,0,0,,
BASE_-7911125375968064411.png,2,0,1,0,0,0,,
BASE_-7915928355947481893.png,2,0,1,0,0,0,,
BASE_7928608291741143963.png,2,0,1,0,0,0,,
BASE_7970997116455866469.png,2,0,1,0,0,0,,
BASE_7997854603347641531.png,,0,0,0,0,0,,overexposed
BASE_-8001066107100965989.png,2,0,1,0,0,0,,
BASE_8027481781200313967.png,2,0,1,0,0,0,,
BASE_-8031125740644481990.png,2,0,1,0,0,0,,
BASE_-8045707515265456195.png,2,0,1,0,0,0,,
BASE_-8045790003803916466.png,2,0,0,1,0,0,,
BASE_8079967663286062932.png,2,0,0,1,0,0,,
BASE_-8095719344192654214.png,2,0,1,0,1,0,,
BASE_8117400667661032352.png,2,0,0,1,0,0,,
BASE_8128792000084922131.png,2,0,1,0,0,0,,
BASE_-8162366127169713943.png,2,0,1,0,0,0,,
BASE_-8165082073416569619.png,2,0,1,0,0,0,,
BASE_-8182991124270939256.png,2,0,1,0,0,0,,
BASE_-8188370795714229414.png,2,0,1,0,0,0,,cent image
BASE_-8229758253709031229.png,2,0,1,0,0,0,,
BASE_-8229776069283713751.png,2,0,1,0,0,0,,
BASE_-8232877923631704317.png,,0,0,0,0,0,,
BASE_8253537367044032521.png,2,0,1,0,0,0,,
BASE_-8275377139822765938.png,2,0,0,0,1,0,,
BASE_-8278174889746079669.png,2,0,1,0,0,0,,
BASE_8295878404859821138.png,2,0,1,0,0,0,,
BASE_8306897618908126173.png,2,0,1,0,0,0,,
BASE_-8318090060338610435.png,2,0,0,1,0,0,,
BASE_-8358369117367198816.png,2,0,0,1,0,0,,
BASE_8379204851964338277.png,2,0,1,0,0,0,,
BASE_-8384722444913570900.png,1,0,1,0,0,0,,
BASE_8395306705598304258.png,2,0,0,1,0,0,,
BASE_8400077627393064329.png,1,0,1,0,0,0,,
BASE_-8433016446858278717.png,2,0,1,0,0,0,,
BASE_-8440171708614770565.png,2,0,0,1,0,0,,
BASE_-8447442798034278076.png,2,0,0,1,0,0,,
BASE_8459849968417709740.png,2,0,0,1,0,0,,
BASE_8481650697641396548.png,2,0,0,1,0,0,,
BASE_8485536383267405895.png,2,0,1,0,0,0,,
BASE_8501031186459311263.png,2,0,1,0,0,0,,
BASE_8522164843674068556.png,2,0,1,0,0,0,,
BASE_-8531068141593420896.png,2,0,0,1,1,0,,
BASE_8595961605414939013.png,1,0,1,0,0,0,,
BASE_-8596436752337282440.png,2,0,0,1,0,0,,
BASE_-8703476178064708218.png,2,0,1,0,0,0,,
BASE_8798937959537998990.png,2,0,1,0,0,0,,
BASE_-8804607761988026396.png,2,0,1,0,0,0,,
BASE_-8805329848583504131.png,2,0,0,1,0,0,,
BASE_-8806206420897330879.png,2,0,0,1,0,0,,
BASE_8831294644274906494.png,2,0,0,1,0,0,,
BASE_-8832387987594319712.png,2,0,0,1,0,0,,
BASE_-8837404712544610557.png,2,0,0,1,0,0,,
BASE_8899894010210976955.png,2,0,0,1,0,0,,
BASE_-8920407764707074717.png,2,0,0,0,1,0,,
BASE_8929621834935607357.png,2,0,1,0,0,0,,
BASE_-8952166843944072521.png,2,0,0,0,1,0,,
BASE_-9086617152068257024.png,2,0,1,0,0,0,,
BASE_9097616305090821487.png,2,0,0,1,0,0,,
BASE_-9110634033637242660.png,2,0,1,0,0,0,,
BASE_-9171366195733718112.png,2,0,0,1,0,0,,
BASE_9197119344275750237.png,2,0,1,0,0,0,,
BASE_9219717630994172947.png,2,0,0,1,0,0,,
